Order_ID,Customer_ID,Warehouse_ID,Delivery_Partner_ID,Order_Date,Order_Dispatched_Date,Promised_Delivery_Date,Actual_Delivery_Date,Distance_KM,Order_Value,Freight_Cost,Packaging_Cost,Warehouse_Handling_Cost,Delivery_Partner_Cost,Order_Status
ORD00179,CUST1037,WH017,DP009,2025-12-02,2025-12-02,2025-12-03,2025-12-04,17.3,706.62,191.86,27.13,59.14,137.95,Delivered
ORD00180,CUST0377,WH042,DP081,2025-12-29,2025-12-30,2025-12-31,2025-12-31,10.7,755.47,88.66,31.07,61.67,75.66,Delivered
ORD00181,CUST1058,WH016,DP092,2025-07-01,2025-07-03,2025-07-04,2025-07-04,13.5,1029.51,154.01,53.7,73.99,121.24,Delivered
ORD00182,CUST1789,WH031,DP095,2024-05-19,2024-05-20,2024-05-21,2024-05-21,13.6,4507.33,143.33,17.74,31.28,93.62,Delivered
ORD00183,CUST1795,WH026,DP049,2024-02-17,,2024-02-19,,4.7,2353.64,63.78,52.62,77.48,66.92,Cancelled
ORD00184,CUST1996,WH006,DP060,2024-11-17,2024-11-18,2024-11-19,2024-11-19,1.0,573.85,40.84,20.53,65.58,39.6,Delivered
ORD00185,CUST1940,WH011,DP073,2024-05-12,2024-05-14,2024-05-15,2024-05-15,14.0,1009.86,135.46,17.05,66.71,128.52,Delivered
ORD00186,CUST0417,WH046,DP025,2024-07-16,2024-07-17,2024-07-18,2024-07-19,17.4,898.71,145.16,52.68,72.87,139.15,Delivered
ORD00187,CUST1688,WH014,DP037,2024-04-23,2024-04-25,2024-04-26,2024-04-27,11.5,1044.12,102.87,43.25,32.31,105.95,Delivered
ORD00188,CUST1859,WH029,DP032,2024-06-10,2024-06-11,2024-06-13,2024-06-13,12.4,1157.84,125.41,27.89,64.48,72.71,Delivered
ORD00189,CUST0435,WH044,DP092,2024-05-10,2024-05-10,2024-05-11,2024-05-11,11.0,904.27,122.85,28.49,47.51,71.21,Delivered
ORD00190,CUST1242,WH023,DP086,2024-06-26,2024-06-28,2024-06-29,2024-06-29,10.2,1247.7,124.16,53.59,58.89,67.46,Delivered
ORD00191,CUST0760,WH043,DP017,2024-10-16,2024-10-18,2024-10-19,2024-10-19,14.5,763.96,149.59,53.63,56.37,93.6,Delivered
ORD00192,CUST0650,WH006,DP091,2025-10-16,2025-10-18,2025-10-19,2025-10-20,5.6,437.74,66.27,34.81,29.22,52.79,Delivered
ORD00193,CUST1897,WH024,DP056,2025-10-13,2025-10-14,2025-10-15,2025-10-15,35.5,554.01,321.3,24.17,77.0,249.64,Delivered
ORD00194,CUST1007,WH048,DP098,2024-10-03,2024-10-04,2024-10-05,2024-10-05,6.2,1662.36,94.61,52.85,56.12,69.39,Delivered
ORD00195,CUST0074,WH012,DP061,2024-10-25,,2024-10-29,,3.4,418.05,59.42,23.19,65.89,58.73,cancelled
ORD00196,CUST0994,WH036,DP059,2025-11-23,2025-11-25,2025-11-26,2025-11-28,7.9,1871.51,108.74,33.2,74.98,62.61,Delivered
ORD00197,CUST1536,WH011,DP066,2025-08-06,2025-08-06,2025-08-08,,11.9,3588.11,133.96,47.37,56.61,80.81,Failed/Returned
ORD00198,CUST0853,WH012,DP010,2024-07-07,2024-07-09,2024-07-10,2024-07-10,19.1,539.88,139.51,22.58,52.38,117.41,Delivered
ORD00199,CUST1210,WH024,DP014,2024-07-17,2024-07-18,2024-07-19,2024-07-20,13.1,447.52,105.81,47.99,30.0,117.83,Delivered
ORD00200,CUST0012,WH043,DP043,2025-02-08,2025-02-10,2025-02-12,2025-02-12,17.7,847.23,207.65,53.7,62.65,111.1,Delivered
ORD00201,CUST1768,WH014,DP007,2024-01-08,2024-01-10,2024-01-11,2024-01-11,17.4,2673.9,191.44,46.47,38.39,138.97,Delivered
ORD00202,CUST0365,WH017,DP031,2025-04-30,2025-05-02,2025-05-03,2025-05-05,32.1,1005.3,209.81,53.5,76.26,240.74,Delivered
ORD00203,CUST1955,WH049,DP084,2024-10-06,,2024-10-08,,20.8,905.6,222.31,18.63,39.41,158.63,Cancelled
ORD00204,CUST1363,WH023,DP013,2025-03-16,2025-03-17,2025-03-18,2025-03-17,14.0,474.28,139.27,47.78,53.32,126.58,Delivered
ORD00205,CUST0866,WH049,DP048,2024-09-16,2024-09-17,2024-09-18,2024-09-19,6.3,1503.7,79.92,38.4,48.22,54.92,Delivered
ORD00206,CUST1462,WH044,DP020,2024-12-13,2024-12-13,2024-12-14,2024-12-14,2.3,1155.66,53.94,52.02,54.27,42.67,Delivered
ORD00207,CUST0262,WH010,DP088,2024-06-05,2024-06-05,2024-06-06,2024-06-07,13.8,1531.74,140.09,50.82,74.7,92.71,Delivered
ORD00208,CUST1046,WH007,DP055,2024-02-07,2024-02-08,2024-02-10,2024-02-09,3.0,433.0,60.8,29.76,50.2,53.75,Delivered
ORD00209,CUST1517,WH008,DP085,2025-07-16,2025-07-18,2025-07-19,2025-07-20,23.2,1210.65,248.78,31.9,71.1,108.8,Delivered
ORD00210,CUST0932,WH047,DP097,2024-12-27,2024-12-28,2024-12-29,2024-12-28,9.4,465.51,94.46,40.82,60.55,99.55,Delivered
ORD00211,CUST1238,WH048,DP034,2025-08-20,2025-08-21,2025-08-22,2025-08-22,8.9,602.88,103.28,49.48,26.91,61.91,Delivered
ORD00212,CUST0830,WH045,DP085,2025-03-06,2025-03-07,2025-03-09,,22.4,530.79,201.51,53.53,59.12,157.62,Failed/Returned
ORD00213,CUST1383,WH045,DP051,2025-01-30,2025-02-01,2025-02-02,2025-02-04,10.2,1718.46,92.89,46.6,25.7,73.38,Delivered
ORD00214,CUST0429,WH002,DP062,2025-04-25,2025-04-26,2025-04-27,2025-04-29,18.5,854.44,167.81,39.89,62.23,136.83,Delivered
ORD00215,CUST0304,WH030,DP061,2024-12-23,2024-12-24,2024-12-25,2024-12-27,18.7,1720.15,212.88,30.14,27.57,146.36,Delivered
ORD00216,CUST1199,WH029,DP032,2024-01-25,2024-01-27,2024-01-29,2024-01-29,13.4,1402.0,157.87,20.66,57.01,77.93,Delivered
ORD00217,CUST1738,WH027,DP064,2025-12-09,2025-12-10,2025-12-12,2025-12-13,10.3,2040.58,115.05,43.69,58.73,77.88,Delivered
ORD00218,CUST1916,WH040,DP087,2025-09-08,2025-09-09,2025-09-11,2025-09-10,11.4,506.32,105.22,50.92,76.4,71.97,Delivered
ORD00219,CUST1829,WH018,DP083,2024-03-28,2024-03-30,2024-03-31,2024-03-31,17.1,618.09,162.8,29.94,50.77,150.53,Delivered
ORD00220,CUST1488,WH019,DP025,2025-06-13,2025-06-15,2025-06-17,2025-06-18,27.4,1375.97,241.55,32.18,48.48,,Delivered
ORD00221,CUST0269,WH030,DP038,2025-07-31,2025-08-01,2025-08-02,2025-08-04,1.8,1767.41,47.75,43.09,45.37,47.18,Delivered
ORD00222,CUST1274,WH011,DP027,2025-03-25,2025-03-27,2025-03-28,2025-03-30,14.8,1623.55,158.36,24.15,68.7,87.04,Delivered
ORD00223,CUST1932,WH027,DP064,2025-08-06,2025-08-07,2025-08-08,2025-08-08,12.6,2148.97,100.96,25.06,33.61,73.71,Delivered
ORD00224,CUST0066,WH033,DP009,2024-10-20,2024-10-22,2024-10-23,2024-10-25,7.0,1818.75,77.93,26.52,27.41,71.74,Delivered
ORD00225,CUST1578,WH003,DP072,2025-12-19,2025-12-21,2025-12-22,2025-12-24,15.1,434.85,162.61,23.5,29.83,111.43,Delivered
ORD00226,CUST1972,WH030,DP097,2025-06-22,,2025-06-26,,2.3,929.64,53.52,16.77,26.88,49.1,Cancelled
ORD00227,CUST0343,WH007,DP081,2024-07-28,2024-07-30,2024-07-31,2024-08-01,6.3,378.6,77.89,17.08,33.35,72.25,Delivered
ORD00228,CUST0316,WH007,DP083,2025-05-11,2025-05-13,2025-05-14,,4.3,1001.1,59.14,27.64,73.25,51.37,Failed/Returned
ORD00229,CUST1710,WH016,DP061,2025-10-03,2025-10-04,2025-10-06,2025-10-06,6.2,3906.31,68.64,26.68,52.83,62.84,Delivered
ORD00230,CUST1543,WH010,DP097,2024-05-01,,2024-05-05,,7.1,2083.71,75.4,34.77,71.17,68.48,Cancelled
ORD00231,CUST1933,WH024,DP004,2025-01-09,2025-01-10,2025-01-11,2025-01-14,33.0,824.98,318.41,31.03,70.06,202.29,Delivered
ORD00232,CUST0889,WH011,DP008,2024-05-15,2024-05-17,2024-05-19,2024-05-21,7.6,834.82,108.06,28.91,22.41,62.39,Delivered
ORD00233,CUST1794,WH043,DP067,2025-12-08,2025-12-10,2025-12-11,2025-12-11,10.7,893.04,135.89,53.82,47.25,97.09,Delivered
ORD00234,CUST1694,WH001,DP036,2025-07-07,2025-07-09,2025-07-11,2025-07-13,4.4,1324.76,60.23,50.71,59.68,55.31,Delivered
ORD00235,CUST1336,WH040,DP057,2024-06-12,2024-06-13,2024-06-14,2024-06-15,9.1,4010.04,116.06,41.99,77.7,77.02,Delivered
ORD00236,CUST0799,WH022,DP093,2025-02-27,2025-02-28,2025-03-01,2025-03-02,22.5,898.39,206.05,42.91,77.19,151.17,Delivered
ORD00237,CUST1551,WH022,DP082,2024-04-04,2024-04-06,2024-04-08,2024-04-08,18.1,1478.71,197.59,18.88,21.81,132.2,Delivered
ORD00238,CUST0227,WH033,DP094,2025-02-05,2025-02-07,2025-02-08,2025-02-08,24.5,419.18,234.31,14.58,44.24,143.24,Delivered
ORD00239,CUST1173,WH020,DP095,2024-07-08,2024-07-10,2024-07-12,2024-07-13,4.0,690.56,59.72,12.22,42.03,58.93,Delivered
ORD00240,CUST1730,WH035,DP077,2024-06-09,2024-06-10,2024-06-11,2024-06-12,12.1,161.67,135.85,22.06,39.45,110.75,Delivered
ORD00241,CUST0508,WH048,DP014,2025-03-08,2025-03-10,2025-03-11,2025-03-10,5.9,2271.35,88.77,26.1,57.85,61.23,Delivered
ORD00242,CUST0128,WH006,DP055,2025-02-17,2025-02-18,2025-02-20,2025-02-22,4.6,1251.39,68.26,50.21,50.96,55.6,Delivered
ORD00243,CUST1786,WH026,DP034,2025-04-25,,2025-04-27,,15.1,1370.72,185.74,37.13,61.37,121.92,Cancelled
ORD00244,CUST1036,WH010,DP017,2025-09-02,2025-09-04,2025-09-05,2025-09-05,19.7,1909.67,228.85,32.84,49.75,134.54,Delivered
ORD00245,CUST1529,WH003,DP021,2025-07-03,2025-07-04,2025-07-06,2025-07-07,31.5,894.55,342.41,52.59,44.01,205.3,Delivered
ORD00246,CUST1071,WH003,DP020,2025-06-26,2025-06-27,2025-06-29,2025-06-29,6.1,1380.28,76.92,17.06,39.82,60.47,Delivered
ORD00247,CUST1919,WH004,DP040,2025-01-05,2025-01-06,2025-01-07,2025-01-07,16.0,1719.46,180.53,50.23,34.01,114.28,Delivered
ORD00248,CUST1174,WH031,DP040,2025-12-17,2025-12-19,2025-12-20,2025-12-21,3.1,1659.58,62.61,36.33,78.52,50.19,Delivered
ORD00249,CUST0944,WH041,DP098,2025-01-28,2025-01-30,2025-01-31,2025-01-31,3.7,1269.81,69.53,31.35,49.19,50.91,Delivered
ORD00250,CUST1844,WH015,DP051,2025-01-29,2025-01-30,2025-01-31,2025-02-01,8.9,2132.26,109.33,26.58,22.98,77.47,Delivered
ORD00251,CUST1172,WH002,DP081,2025-11-11,2025-11-12,2025-11-14,2025-11-15,3.3,1207.79,60.76,46.23,65.98,46.53,Delivered
ORD00252,CUST1552,WH037,DP007,2024-02-19,2024-02-21,2024-02-23,2024-02-23,16.1,898.18,175.92,53.16,53.91,115.67,Delivered
ORD00253,CUST0564,WH002,DP027,2025-02-28,2025-03-02,2025-03-03,2025-03-04,13.8,842.12,165.25,22.55,65.87,100.92,Delivered
ORD00254,CUST1007,WH003,DP003,2025-09-28,2025-09-29,2025-09-30,2025-10-01,13.3,1341.99,103.1,26.62,31.73,102.98,Delivered
ORD00255,CUST0585,WH011,DP019,2024-01-18,2024-01-18,2024-01-19,2024-01-19,8.0,1020.38,81.17,19.85,69.94,89.47,Delivered
ORD00256,CUST1461,WH002,DP008,2025-07-16,2025-07-18,2025-07-19,2025-07-18,1.5,430.29,43.57,24.82,26.42,44.86,Delivered
ORD00257,CUST0491,WH013,DP097,2025-12-29,,2026-01-01,,8.9,557.56,102.13,37.67,35.37,79.66,Cancelled
ORD00258,CUST0834,WH036,DP009,2025-08-03,2025-08-05,2025-08-07,2025-08-06,10.6,2032.49,100.39,32.82,46.49,104.37,Delivered
ORD00259,CUST1563,WH016,DP072,2024-07-18,2024-07-19,2024-07-20,2024-07-20,27.9,970.37,253.77,40.02,28.16,168.47,Delivered
ORD00260,CUST0345,WH035,DP032,2025-11-19,2025-11-20,2025-11-22,2025-11-22,4.5,558.36,78.01,35.11,47.54,56.63,Delivered
ORD00261,CUST1991,WH042,DP022,2024-07-18,2024-07-19,2024-07-20,2024-07-22,22.0,978.86,198.04,12.02,80.68,153.61,Delivered
ORD00262,CUST0436,WH041,DP075,2024-06-04,2024-06-05,2024-06-07,2024-06-06,12.8,966.64,109.33,48.15,38.29,100.75,Delivered
ORD00263,CUST1485,WH009,DP072,2025-09-23,2025-09-25,2025-09-26,2025-09-27,17.2,1079.33,139.13,54.95,77.09,121.33,Delivered
ORD00264,CUST1542,WH017,DP091,2025-09-26,2025-09-27,2025-09-28,2025-09-29,19.6,1631.73,229.34,31.47,35.99,120.58,Delivered
ORD00265,CUST1324,WH009,DP001,2025-07-09,2025-07-11,2025-07-12,2025-07-14,5.5,1310.0,62.76,38.18,20.28,55.32,Delivered
ORD00266,CUST1103,WH026,DP011,2025-11-03,2025-11-05,2025-11-07,2025-11-06,27.0,1436.94,180.47,45.85,62.19,119.34,Delivered
ORD00267,CUST1991,WH023,DP049,2024-03-26,2024-03-26,2024-03-27,2024-03-27,15.8,723.02,128.0,47.58,43.27,130.94,Delivered
ORD00268,CUST0911,WH013,DP002,2024-05-26,2024-05-27,2024-05-29,2024-05-30,6.7,1088.05,77.92,21.53,21.29,79.79,Delivered
ORD00269,CUST1656,WH020,DP092,2024-07-15,2024-07-17,2024-07-19,2024-07-19,7.3,1896.31,106.81,21.51,83.71,57.97,Delivered
ORD00270,CUST0402,WH001,DP082,2024-01-09,2024-01-11,2024-01-13,2024-01-14,10.7,751.08,118.95,29.03,76.54,88.24,Delivered
ORD00271,CUST1235,WH044,DP073,2025-03-13,,2025-03-17,,23.7,600.95,241.9,19.55,58.23,118.18,Cancelled
ORD00272,CUST0393,WH018,DP087,2025-07-23,2025-07-25,2025-07-26,2025-07-26,11.9,801.07,134.83,12.99,83.04,99.95,Delivered
ORD00273,CUST1379,WH042,DP084,2024-06-25,2024-06-27,2024-06-29,2024-06-29,48.4,1083.08,381.68,14.23,81.02,372.85,Delivered
ORD00274,CUST1060,WH024,DP098,2025-02-12,2025-02-13,2025-02-14,2025-02-14,5.9,1119.58,65.89,13.87,66.88,74.37,Delivered
ORD00275,CUST0168,WH022,DP074,2024-01-24,,2024-01-26,,10.6,733.24,99.96,46.73,84.37,96.04,Cancelled
ORD00276,CUST0637,WH022,DP009,2025-02-18,2025-02-20,2025-02-21,2025-02-23,23.2,1545.06,206.68,38.92,26.29,179.59,Delivered
ORD00277,CUST0507,WH017,DP014,2024-05-01,2024-05-02,2024-05-03,2024-05-05,14.7,706.84,169.69,32.36,82.32,127.41,Delivered
ORD00278,CUST1269,WH039,DP057,2024-01-23,2024-01-23,2024-01-24,2024-01-26,36.4,1335.23,322.37,44.86,60.65,156.65,Delivered
ORD00279,CUST0134,WH045,DP017,2025-06-05,2025-06-06,2025-06-07,2025-06-08,7.7,1996.11,75.61,14.67,72.16,76.91,Delivered
ORD00280,CUST0604,WH004,DP049,2024-02-28,2024-03-01,2024-03-02,2024-03-02,13.2,1849.33,128.13,29.27,60.12,120.25,Delivered
ORD00281,CUST1629,WH030,DP055,2024-11-26,2024-11-27,2024-11-28,2024-11-29,16.1,3642.33,142.84,49.84,60.25,143.68,Delivered
ORD00282,CUST0222,WH013,DP014,2024-02-29,2024-03-01,2024-03-03,2024-03-03,5.1,819.66,75.62,12.53,66.36,67.45,Delivered
ORD00283,CUST0863,WH023,DP062,2025-04-25,2025-04-26,2025-04-28,2025-04-30,,1039.87,421.0,43.16,48.9,419.28,Delivered
ORD00284,CUST1545,WH042,DP046,2024-06-15,2024-06-16,2024-06-17,2024-06-16,4.6,1495.7,75.84,25.38,77.54,51.51,Delivered
ORD00285,CUST1202,WH034,DP085,2024-02-22,2024-02-23,2024-02-24,2024-02-24,24.6,1031.84,220.37,41.17,23.73,190.98,Delivered
ORD00286,CUST1861,WH041,DP026,2025-06-26,2025-06-27,2025-06-28,,2.0,667.89,51.68,45.77,42.2,46.56,Failed/Returned
ORD00287,CUST1160,WH038,DP043,2025-12-22,2025-12-22,2025-12-23,2025-12-22,2.9,3297.62,51.85,38.49,47.22,48.97,Delivered
ORD00288,CUST0457,WH041,DP089,2024-12-21,,2024-12-24,,2.6,800.29,51.11,21.9,60.55,50.44,Cancelled
ORD00289,CUST0820,WH014,DP024,2025-10-28,2025-10-29,2025-10-30,2025-10-30,17.5,550.27,123.37,47.52,20.44,112.55,Delivered
ORD00290,CUST1200,WH041,DP098,2025-06-19,2025-06-20,2025-06-21,2025-06-21,16.1,752.13,131.53,27.48,83.4,101.6,Delivered
ORD00291,CUST0504,WH036,DP023,2024-05-10,2024-05-11,2024-05-13,2024-05-15,15.2,934.19,130.9,20.43,31.45,86.75,Delivered
ORD00292,CUST0694,WH008,DP027,2024-06-29,,2024-07-02,,10.8,1967.11,132.71,25.12,35.61,95.95,cancelled
ORD00293,CUST0134,WH046,DP016,2024-09-18,2024-09-19,2024-09-21,2024-09-21,4.5,1307.11,75.39,18.21,80.07,51.95,Delivered
ORD00294,CUST0501,WH041,DP006,2025-12-08,2025-12-09,2025-12-11,2025-12-13,20.8,552.71,227.86,44.81,58.18,121.88,Delivered
ORD00295,CUST1788,WH018,DP017,2025-07-18,2025-07-19,2025-07-21,2025-07-22,2.9,944.05,62.34,48.61,82.94,46.13,Delivered
ORD00296,CUST0343,WH005,DP066,2024-05-03,2024-05-04,2024-05-06,2024-05-06,1.4,1261.17,47.26,28.69,77.36,41.3,Delivered
ORD00297,CUST1423,WH034,DP062,2024-11-10,,2024-11-12,,18.9,510.0,154.86,42.77,52.16,122.01,Cancelled
ORD00298,CUST1833,WH015,DP026,2024-05-01,2024-05-02,2024-05-03,2024-05-03,21.3,2148.18,164.78,31.44,35.23,135.11,Delivered
ORD00299,CUST0174,WH036,DP018,2025-09-08,2025-09-09,2025-09-10,2025-09-10,15.6,2240.17,153.47,44.32,39.18,96.16,Delivered
ORD00300,CUST0958,WH029,DP056,2024-05-29,2024-05-30,2024-06-01,2024-05-31,9.5,809.95,97.56,29.58,72.29,78.03,Delivered
ORD00301,CUST1847,WH023,DP011,2025-01-22,2025-01-23,2025-01-24,2025-01-23,11.0,620.65,120.07,24.66,52.61,71.44,Delivered
ORD00302,CUST0079,WH024,DP070,2024-08-18,2024-08-20,2024-08-21,2024-08-21,7.6,1102.25,85.51,20.61,32.78,67.0,Delivered
ORD00303,CUST1238,WH046,DP018,2025-12-21,2025-12-22,2025-12-23,2025-12-25,13.4,1406.55,151.57,54.93,68.9,124.1,Delivered
ORD00304,CUST1938,WH026,DP052,2024-11-27,2024-11-29,2024-11-30,,1.4,5517.96,42.08,47.34,69.26,42.86,Failed/Returned
ORD00305,CUST0465,WH015,DP093,2024-04-11,2024-04-13,2024-04-14,2024-04-14,5.6,1562.98,77.44,44.21,50.84,69.41,Delivered
ORD00306,CUST0642,WH006,DP025,2025-12-09,2025-12-09,2025-12-10,2025-12-11,14.8,766.71,139.91,30.44,81.23,105.37,Delivered
ORD00307,CUST0626,WH009,DP095,2025-09-25,2025-09-27,2025-09-28,2025-09-30,17.7,662.2,197.34,12.42,72.68,112.16,Delivered
ORD00308,CUST1415,WH050,DP069,2025-11-20,2025-11-22,2025-11-23,2025-11-24,11.9,3300.65,128.27,24.88,58.15,72.23,Delivered
ORD00309,CUST1637,WH041,DP078,2025-09-26,,2025-09-28,,8.6,1138.11,94.81,51.29,57.3,73.92,Cancelled
ORD00310,CUST0223,WH031,DP043,2025-05-18,2025-05-19,2025-05-20,2025-05-22,4.9,1583.87,81.42,36.49,49.35,51.53,Delivered
ORD00311,CUST1236,WH045,DP063,2024-10-14,2024-10-15,2024-10-17,2024-10-16,6.5,1290.97,97.12,13.15,32.93,64.53,Delivered
ORD00312,CUST0118,WH030,DP048,2025-12-30,2025-12-31,2026-01-02,2026-01-02,23.4,954.5,252.59,34.3,31.17,143.66,Delivered
ORD00313,CUST1522,WH031,DP009,2025-02-17,2025-02-19,2025-02-21,2025-02-21,17.9,1333.49,142.98,28.73,78.73,151.02,Delivered
ORD00314,CUST1237,WH011,DP074,2024-08-26,2024-08-26,2024-08-27,2024-08-27,24.0,1500.38,215.3,52.38,58.19,172.74,Delivered
ORD00315,CUST1689,WH005,DP052,2025-08-05,2025-08-06,2025-08-07,2025-08-08,27.6,949.78,218.39,38.01,36.04,180.64,Delivered
ORD00316,CUST0590,WH006,DP083,2025-02-01,2025-02-03,2025-02-04,2025-02-04,4.0,444.05,69.01,49.88,49.66,58.39,Delivered
ORD00317,CUST0368,WH016,DP080,2024-10-10,2024-10-11,2024-10-12,2024-10-12,2.9,928.02,62.71,43.53,49.76,45.83,Delivered
ORD00318,CUST0561,WH011,DP081,2024-06-14,2024-06-16,2024-06-17,2024-06-19,13.7,746.16,108.07,35.12,63.33,115.91,Delivered
ORD00319,CUST0249,WH036,DP048,2025-03-28,2025-03-29,2025-03-31,2025-03-30,7.0,854.2,96.83,15.29,26.84,65.13,Delivered
ORD00320,CUST0055,WH030,DP010,2024-09-05,2024-09-06,2024-09-07,2024-09-06,12.0,2428.34,122.71,39.47,63.92,87.5,Delivered
ORD00321,CUST0235,WH017,DP091,2025-01-24,2025-01-25,2025-01-26,2025-01-27,2.1,1593.97,53.36,51.44,41.26,45.37,Delivered
ORD00322,CUST0288,WH029,DP061,2025-06-08,2025-06-09,2025-06-11,2025-06-12,18.0,954.34,140.35,47.28,74.7,90.3,Delivered
ORD00323,CUST0345,WH026,DP010,2025-11-07,2025-11-09,2025-11-11,2025-11-12,16.0,988.42,136.86,40.87,20.73,111.2,Delivered
ORD00324,CUST0906,WH014,DP090,2024-03-14,2024-03-15,2024-03-17,2024-03-17,17.7,679.38,169.77,14.05,61.26,135.01,Delivered
ORD00325,CUST0108,WH029,DP077,2024-08-12,2024-08-13,2024-08-14,2024-08-13,5.3,383.12,81.83,12.2,70.21,70.59,Delivered
ORD00326,CUST0058,WH027,DP002,2025-03-21,2025-03-23,2025-03-25,2025-03-25,16.0,786.96,168.52,26.5,32.49,97.12,Delivered
ORD00327,CUST0343,WH047,DP006,2024-03-29,2024-03-30,2024-04-01,2024-04-01,2.8,643.51,53.58,29.87,27.0,,Delivered
ORD00328,CUST0248,WH028,DP030,2025-01-18,2025-01-19,2025-01-20,2025-01-20,17.7,1197.82,138.87,21.19,43.18,116.57,Delivered
ORD00329,CUST1348,WH005,DP036,2024-07-06,2024-07-07,2024-07-08,2024-07-09,5.6,2365.11,64.89,39.95,43.98,56.7,Delivered
ORD00330,CUST1621,WH035,DP073,2025-02-05,2025-02-07,2025-02-09,2025-02-09,11.5,1421.66,126.99,19.37,82.34,114.65,Delivered
ORD00331,CUST0360,WH022,DP082,2025-03-15,2025-03-15,2025-03-17,2025-03-17,13.4,938.08,167.53,44.75,64.7,110.92,Delivered
ORD00332,CUST1047,WH025,DP082,2024-06-03,2024-06-05,2024-06-06,2024-06-06,16.1,2063.55,172.22,43.9,52.72,84.16,Delivered
ORD00333,CUST1512,WH016,DP055,2025-10-19,2025-10-20,2025-10-21,2025-10-22,9.7,1653.98,86.41,44.56,60.28,78.63,Delivered
ORD00334,CUST0488,WH003,DP093,2024-07-19,2024-07-21,2024-07-22,2024-07-23,6.9,2983.24,95.0,37.72,81.48,64.77,Delivered
ORD00335,CUST1328,WH027,DP037,2024-03-10,2024-03-10,2024-03-12,2024-03-12,6.2,3723.74,88.72,44.27,34.89,62.1,Delivered
ORD00336,CUST1426,WH044,DP093,2024-05-02,2024-05-02,2024-05-03,2024-05-02,4.1,902.57,66.19,21.57,76.73,50.31,Delivered
ORD00337,CUST0107,WH013,DP082,2024-03-10,2024-03-12,2024-03-13,2024-03-13,16.6,2150.64,128.42,54.66,80.99,96.33,Delivered
ORD00338,CUST0161,WH033,DP055,2025-02-03,2025-02-04,2025-02-05,2025-02-06,33.0,2447.25,319.08,43.17,40.25,166.33,Delivered
ORD00339,CUST1982,WH029,DP082,2024-12-28,2024-12-29,2024-12-30,2024-12-30,16.2,717.11,154.97,20.66,76.06,145.23,Delivered
ORD00340,CUST1035,WH028,DP079,2024-11-08,2024-11-09,2024-11-10,2024-11-12,23.0,2012.69,244.25,43.6,69.42,177.01,Delivered
ORD00341,CUST1219,WH020,DP069,2024-04-03,2024-04-04,2024-04-06,2024-04-06,15.0,817.47,129.3,18.57,67.23,107.82,Delivered
ORD00342,CUST0683,WH005,DP018,2024-07-18,2024-07-20,2024-07-21,2024-07-21,4.7,741.58,80.03,42.74,32.72,49.18,Delivered
ORD00343,CUST1896,WH026,DP054,2024-02-20,2024-02-21,2024-02-22,2024-02-21,6.6,1117.0,80.31,52.43,83.08,67.72,Delivered
ORD00344,CUST0789,WH008,DP073,2024-06-19,2024-06-20,2024-06-22,2024-06-22,23.8,1164.09,267.89,18.98,69.59,179.82,Delivered
ORD00345,CUST1411,WH041,DP048,2025-01-23,2025-01-23,2025-01-24,2025-01-25,4.4,556.46,77.38,41.95,62.31,61.15,Delivered
ORD00346,CUST1386,WH046,DP004,2025-12-26,2025-12-27,2025-12-29,2025-12-30,19.4,3199.02,157.35,41.99,61.95,128.54,Delivered
ORD00347,CUST1724,WH043,DP021,2024-12-05,2024-12-06,2024-12-07,2024-12-08,13.0,754.09,141.89,12.53,70.11,121.68,Delivered
ORD00348,CUST1795,WH013,DP055,2024-05-07,2024-05-09,2024-05-11,2024-05-11,5.3,1550.26,79.83,19.13,47.75,61.51,Delivered
ORD00349,CUST0843,WH047,DP097,2024-03-11,2024-03-12,2024-03-13,2024-03-13,32.3,926.37,210.85,49.69,67.3,214.09,Delivered
ORD00350,CUST0430,WH048,DP096,2025-04-30,2025-04-30,2025-05-02,2025-05-02,8.0,505.76,114.48,29.11,40.03,85.12,Delivered
ORD00351,CUST0854,WH034,DP084,2025-12-25,2025-12-26,2025-12-28,2025-12-27,12.8,1684.2,110.29,24.4,48.01,82.94,Delivered
ORD00352,CUST1162,WH029,DP028,2025-01-15,2025-01-17,2025-01-18,2025-01-18,6.6,1241.33,74.03,19.98,23.83,74.84,Delivered
ORD00353,CUST1870,WH041,DP080,2024-04-02,2024-04-02,2024-04-03,2024-04-04,17.2,1510.68,127.86,16.7,61.37,92.5,Delivered
ORD00354,CUST0979,WH016,DP063,2024-01-27,2024-01-28,2024-01-29,2024-01-28,4.9,672.26,61.0,40.93,26.55,64.44,Delivered
ORD00355,CUST1070,WH014,DP001,2024-03-04,2024-03-06,2024-03-08,2024-03-08,12.9,1618.81,161.55,28.15,53.8,87.42,Delivered
ORD00356,CUST0760,WH022,DP088,2024-10-16,2024-10-17,2024-10-18,2024-10-18,43.1,588.57,426.53,50.28,84.96,326.53,Delivered
ORD00357,CUST1652,WH022,DP013,2025-11-02,,2025-11-06,,14.5,1095.7,136.63,12.13,76.59,126.95,Cancelled
ORD00358,CUST1948,WH018,DP090,2024-05-31,2024-06-01,2024-06-03,2024-06-03,8.6,2082.8,97.43,44.31,36.15,84.4,Delivered
ORD00359,CUST1307,WH001,DP042,2025-09-25,2025-09-26,2025-09-28,2025-09-28,17.9,1525.04,128.6,12.72,43.41,146.52,Delivered
